Código Identificação;UF;Município;Faixas;Tipo;Marca/Modelo;Edital/Lote (Operadora);Inicio Operação;Cód. ET;Cód. EV;latitude;longitude;km;br
RSB20030272;RS;ERECHIM;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-03-28;ET.1807.RS0111;EV.1805.RS0103;-27.6436059999999;-52.247044;47.27;153
RSB20030273;RS;BARRACAO;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-11-28;ET.1807.RS0176;EV.1805.RS0084;-27.673158;-51.454987;11.205;470
RSB20030274;RS;BARRACAO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-11-28;ET.1807.RS0177;EV.1805.RS0085;-27.6764669999999;-51.454633;11.58;470
RSB20030275;RS;BARRACAO;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-02;ET.1807.RS0178;EV.1805.RS0086;-27.6809499999999;-51.4564;12.11;470
RSB20030276;RS;ITAARA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-03-31;ET.1807.RS0203;EV.1805.RS0230;-29.6258249999999;-53.7692449999999;311.765;158
RSB20030277;RS;BARRACAO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-11-28;ET.1807.RS0179;EV.1805.RS0087;-27.686817;-51.4584169999999;12.805;470
RSB20030278;RS;LAGOA VERMELHA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-03-26;ET.1807.RS0181;EV.1805.RS0124;-28.198015;-51.524898;75.0;470
RSB20030281;RS;CAPAO BONITO DO SUL;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-03-28;ET.1806.RS0049;EV.1805.RS0174;-28.297204;-51.4601419999999;185.915;285
RSB20030282;RS;MATO CASTELHANO;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-03-28;ET.1807.RS0122;EV.1805.RS0213;-28.277121;-52.195168;273.215;285
RSB20030284;RS;CARAZINHO;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-04-03;ET.1807.RS0131;EV.1805.RS0242;-28.3182;-52.770007;335.38;285
RSB20030285;RS;CRUZ ALTA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-04-17;ET.1806.RS0044;EV.1805.RS0181;-28.6422519999999;-53.5718219999999;194.13;158
RSB20030286;RS;CRUZ ALTA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-04-17;ET.1806.RS0046;EV.1805.RS0187;-28.6481199999999;-53.578482;195.1;158
RSB20030287;RS;CRUZ ALTA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-04-17;ET.1806.RS0046;EV.1805.RS0187;-28.6481199999999;-53.578482;195.1;158
RSB20030288;RS;CRUZ ALTA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-04-17;ET.1806.RS0048;EV.1805.RS0190;-28.656504;-53.587902;196.405;158
RSB20030289;RS;IJUI;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-04;ET.1807.RS0138;EV.1805.RS0300;-28.41845;-53.9160329999999;460.68;285
RSB20030290;RS;ITAQUI;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-05-22;ET.1808.RS0314;EV.1805.RS0312;-29.393017;-56.66995;512.065;472
RSB20030291;RS;JULIO DE CASTILHOS;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-04-04;ET.1807.RS0188;EV.1805.RS0212;-29.235468;-53.6656959999999;264.29;158
RSB20030292;RS;ITAARA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-03-31;ET.1807.RS0199;EV.1805.RS0226;-29.5892699999999;-53.7660899999999;307.555;158
RSB20030293;RS;ITAARA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-03-31;ET.1807.RS0200;EV.1805.RS0227;-29.5916439999999;-53.7660079999999;307.84;158
RSB20030294;RS;SANTA MARIA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-04-05;ET.1807.RS0157;EV.1805.RS0246;-29.7637339999999;-53.7853569999999;347.26;392
RSB20030295;RS;ITAQUI;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-05-22;ET.1808.RS0315;EV.1805.RS0313;-29.394017;-56.6713829999999;512.24;472
RSB20030296;RS;SANTA MARIA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-04-17;ET.1807.RS0158;EV.1805.RS0249;-29.719711;-53.8080429999999;352.14;392
RSB20030297;RS;VILA NOVA DO SUL;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-08-08;ET.1807.RS0218;EV.1805.RS0265;-30.342167;-53.885167;372.68;290
RSB20030299;RS;VILA NOVA DO SUL;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-08-08;ET.1807.RS0219;EV.1805.RS0266;-30.34185;-53.884683;372.62;290
RSB20030300;RS;SANTA MARIA;P-C-1, P-C-2;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-12-01;ET.1807.RS0207;EV.1805.RS0238;-29.702217;-53.842317;330.56;158
RSB20030301;RS;CACHOEIRA DO SUL;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-04-01;ET.1807.RS0233;EV.1805.RS0063;-30.004638;-52.9077249999999;1.825;153
RSB20030302;RS;PASSO FUNDO;P-C-1, P-C-2;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-02;ET.1807.RS0125;EV.1805.RS0218;-28.238067;-52.369633;292.44;285
RSB20030303;RS;PASSO FUNDO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-02;ET.1807.RS0128;EV.1805.RS0223;-28.23635;-52.4275329999999;296.59;285
RSB20040304;RS;CRUZ ALTA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-04-17;ET.1806.RS0045;EV.1805.RS0182;-28.643411;-53.571975;194.26;158
RSB20040305;RS;CRUZ ALTA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-04-17;ET.1806.RS0047;EV.1805.RS0188;-28.654506;-53.585794;196.105;158
RSB20040308;RS;SAO BORJA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-05-20;ET.1808.RS0303;EV.1805.RS0309;-28.790033;-55.769533;508.47;287
RSB20040309;RS;SAO BORJA;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-03-17;ET.1808.RS0301;EV.1805.RS0298;-28.9858669999999;-55.3436829999999;457.11;287
RSB20040310;RS;UNISTALDA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-05-21;ET.1808.RS0298;EV.1805.RS0292;-29.040583;-55.220067;441.195;287
RSB20040311;RS;VACARIA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-10-20;ET.1911.RS0368;EV.1910.RS0396;-28.519921;-50.9412349999999;40.22;116
RSB20040313;RS;IVOTI;P-C-1, P-C-2;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-03-07;ET.1911.RS0372;EV.1910.RS0393;-29.623999;-51.13467;230.35;116
RSB20040314;RS;SAO SEPE;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-05-20;ET.1911.RS0370;EV.1910.RS0408;-30.0856719999999;-53.638058;307.28;392
RSB20040315;RS;SAO SEPE;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-05-20;ET.1911.RS0371;EV.1910.RS0410;-30.0819599999999;-53.6400009999999;307.735;392
RSB20040316;RS;SANTIAGO;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-12-19;ET.1808.RS0294;EV.1805.RS0275;-29.1627499999999;-54.878017;399.96;287
RSB20040317;RS;SANTIAGO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-05-21;ET.1808.RS0293;EV.1805.RS0274;-29.1752;-54.852567;397.11;287
RSB20040318;RS;SANTIAGO;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-05-20;ET.1808.RS0292;EV.1805.RS0273;-29.17735;-54.8496499999999;396.64;287
RSB20040319;RS;SANTIAGO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-12-19;ET.1808.RS0295;EV.1805.RS0276;-29.159233;-54.8805669999999;400.42;287
RSB20040320;RS;SAO BORJA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-05-20;ET.1808.RS0302;EV.1805.RS0308;-28.78995;-55.769717;508.485;287
RSB20040321;RS;ITAARA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-12-08;ET.1807.RS0201;EV.1805.RS0228;-29.613883;-53.767017;310.4;158
RSB20040322;RS;ITAARA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-12-08;ET.1807.RS0202;EV.1805.RS0229;-29.61805;-53.767333;310.9;158
RSB20040323;RS;CACAPAVA DO SUL;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-12-01;ET.1807.RS0214;EV.1805.RS0237;-30.3595499999999;-53.4551;327.44;290
RSB20050326;RS;DOM PEDRITO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-05-19;ET.1806.RS0058;EV.1805.RS0210;-30.965617;-54.667233;251.7;293
RSB20050327;RS;BARRACAO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-01;ET.1807.RS0175;EV.1805.RS0080;-27.6274;-51.46885;5.82;470
RSB20050328;RS;IJUI;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-04;ET.1807.RS0137;EV.1805.RS0299;-28.4186669999999;-53.91635;460.72;285
RSB20050329;RS;SAO MARCOS;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-09-22;ET.1806.RS0011;EV.1805.RS0130;-28.87941;-51.14817;95.9;116
RSB20050330;RS;CAXIAS DO SUL;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-08-29;ET.1806.RS0020;EV.1805.RS0147;-29.0764099999999;-51.10922;136.305;116
RSB20050332;RS;PANAMBI;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-22;ET.1806.RS0041;EV.1805.RS0154;-28.299067;-53.485467;152.12;158
RSB20050333;RS;PASSO FUNDO;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-02;ET.1807.RS0126;EV.1805.RS0219;-28.236733;-52.3762499999999;293.1;285
RSB20050334;RS;PASSO FUNDO;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-24;ET.1807.RS0127;EV.1805.RS0222;-28.2365999999999;-52.4248169999999;296.32;285
RSB20050335;RS;PASSO FUNDO;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-02;ET.1807.RS0129;EV.1805.RS0224;-28.2300669999999;-52.4407169999999;298.075;285
RSB20050336;RS;VACARIA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-19;ET.1806.RS0004;EV.1805.RS0110;-28.58313;-51.0259599999999;52.08;116
RSB20050337;RS;FREDERICO WESTPHALEN;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-03-10;ET.1806.RS0073;EV.1805.RS0095;-27.353383;-53.3864829999999;33.2;386
RSB20050338;RS;VACARIA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-19;ET.1806.RS0005;EV.1805.RS0111;-28.5882399999999;-51.0279999999999;52.875;116
RSB20050339;RS;ERECHIM;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-02;ET.1807.RS0253;EV.1803.RS0009;-27.6506329999999;-52.2566169999999;48.48;153
RSB20050340;RS;FREDERICO WESTPHALEN;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-03-10;ET.1806.RS0074;EV.1805.RS0096;-27.354983;-53.38685;33.38;386
RSB20050341;RS;SEBERI;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-03-11;ET.1806.RS0082;EV.1805.RS0107;-27.493583;-53.39025;50.94;386
RSB20050342;RS;FREDERICO WESTPHALEN;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-01;ET.1806.RS0075;EV.1805.RS0097;-27.3655499999999;-53.3955169999999;34.88;386
RSB20050343;RS;FREDERICO WESTPHALEN;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-01;ET.1806.RS0076;EV.1805.RS0098;-27.366883;-53.39665;35.06;386
RSB20050345;RS;CARAZINHO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-11-06;ET.1807.RS0132;EV.1805.RS0243;-28.317567;-52.773017;335.68;285
RSB20050346;RS;ENTRE IJUIS;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-04;ET.1807.RS0139;EV.1805.RS0306;-28.3746329999999;-54.164417;486.22;285
RSB20050347;RS;ENTRE IJUIS;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-22;ET.1807.RS0140;EV.1805.RS0307;-28.374267;-54.1672;486.5;285
RSB20050349;RS;FREDERICO WESTPHALEN;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-01;ET.1806.RS0079;EV.1805.RS0101;-27.4085329999999;-53.415033;40.425;386
RSB20050350;RS;SEBERI;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-01;ET.1806.RS0081;EV.1805.RS0105;-27.4726;-53.4019169999999;48.15;386
RSB20050351;RS;SEBERI;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-01;ET.1806.RS0080;EV.1805.RS0104;-27.4728169999999;-53.4016;48.17;386
RSB20050352;RS;NOVA PETROPOLIS;P-C-1, P-C-2;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-03-07;ET.1807.RS0250;EV.1803.RS0006;-29.38907;-51.12588;185.19;116
RSB20050353;RS;NOVA PETROPOLIS;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-03-07;ET.1807.RS0249;EV.1803.RS0005;-29.3895899999999;-51.12588;185.24;116
RSB20050354;RS;BARRACAO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-24;ET.1807.RS0173;EV.1805.RS0071;-27.6191169999999;-51.485733;3.74;470
RSB20050355;RS;ERECHIM;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-01;ET.1807.RS0113;EV.1805.RS0109;-27.6568329999999;-52.27785;50.775;153
RSB20050356;RS;ERECHIM;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-01;ET.1807.RS0113;EV.1805.RS0109;-27.6568329999999;-52.27785;50.775;153
RSB20050357;RS;NOVA PETROPOLIS;P-C-1, P-C-2;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-03-07;ET.1807.RS0251;EV.1803.RS0007;-29.3917399999999;-51.12603;185.52;116
RSB20050358;RS;NOVA PETROPOLIS;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-03-07;ET.1807.RS0252;EV.1803.RS0008;-29.3927699999999;-51.12373;185.78;116
RSB20050360;RS;SARANDI;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-02;ET.1806.RS0087;EV.1805.RS0145;-27.9468999999999;-52.930433;133.23;386
RSB20050361;RS;SARANDI;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-02;ET.1806.RS0088;EV.1805.RS0146;-27.9463669999999;-52.93095;133.15;386
RSB20050362;RS;TRES PASSOS;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-23;ET.1807.RS0168;EV.1805.RS0131;-27.459717;-53.941383;103.1;468
RSB20050363;RS;SANTA ROSA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-05-21;ET.1807.RS0183;EV.1805.RS0159;-27.841383;-54.4346999999999;156.67;472
RSB20050364;RS;SANTA ROSA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-05-21;ET.1807.RS0182;EV.1805.RS0158;-27.84195;-54.4348329999999;156.73;472
RSB20050365;RS;TIRADENTES DO SUL;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-23;ET.1807.RS0170;EV.1805.RS0143;-27.357533;-54.1256169999999;129.85;468
RSB20050366;RS;TRES PASSOS;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-23;ET.1807.RS0169;EV.1805.RS0132;-27.458333;-53.943133;103.33;468
RSB20050367;RS;SEBERI;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-03-11;ET.1806.RS0083;EV.1805.RS0108;-27.496583;-53.3901329999999;51.29;386
RSB20050368;RS;TIRADENTES DO SUL;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-23;ET.1807.RS0171;EV.1805.RS0144;-27.356117;-54.1268669999999;130.05;468
RSB20050369;RS;BOA VISTA DAS MISSOES;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-23;ET.1806.RS0085;EV.1805.RS0121;-27.681083;-53.308083;74.23;386
RSB20050370;RS;BOA VISTA DAS MISSOES;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-23;ET.1806.RS0086;EV.1805.RS0122;-27.68315;-53.3078829999999;74.46;386
RSB20050371;RS;RIO PARDO;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2020-12-22;ET.1806.RS0106;EV.1805.RS0170;-29.982444;-52.3692199999999;174.185;471
RSB20050373;RS;PASSO FUNDO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-24;ET.1807.RS0130;EV.1805.RS0225;-28.2292169999999;-52.4425499999999;298.28;285
RSB20060374;RS;BENTO GONCALVES;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-24;ET.1807.RS0276;EV.1803.RS0057;-29.16675;-51.5257399999999;215.99;470
RSB20060375;RS;BENTO GONCALVES;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-24;ET.1807.RS0277;EV.1803.RS0058;-29.17707;-51.52002;217.435;470
RSB20060376;RS;BENTO GONCALVES;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-24;ET.1807.RS0275;EV.1803.RS0056;-29.1669899999999;-51.5259599999999;216.02;470
RSB20060377;RS;BENTO GONCALVES;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-24;ET.1807.RS0273;EV.1803.RS0054;-29.1596499999999;-51.5304199999999;214.93;470
RSB20060378;RS;LAGOA VERMELHA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-24;ET.1807.RS0118;EV.1805.RS0183;-28.21684;-51.50983;196.83;285
RSB20060379;RS;BENTO GONCALVES;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-24;ET.1807.RS0274;EV.1803.RS0055;-29.16065;-51.52772;215.21;470
RSB20060380;RS;SANTANA DO LIVRAMENTO;P-C-1, P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-03-09;ET.1806.RS0040;EV.1805.RS0334;-30.87732;-55.51496;0.465;158
RSB20060381;RS;CERRO LARGO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-23;ET.1807.RS0162;EV.1805.RS0358;-28.1248;-54.72869;661.37;392
RSB20060382;RS;BOZANO;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-23;ET.1807.RS0135;EV.1805.RS0296;-28.3641499999999;-53.7709899999999;443.37;285
RSB20060383;RS;BOZANO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-24;ET.1807.RS0136;EV.1805.RS0297;-28.3649999999999;-53.77543;443.815;285
RSB20060384;RS;BOM JESUS;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-03-13;ET.1807.RS0114;EV.1805.RS0112;-28.6535599999999;-50.4323899999999;61.715;285
RSB20060385;RS;BOM JESUS;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-03-13;ET.1807.RS0115;EV.1805.RS0113;-28.65276;-50.4373599999999;62.185;285
RSB20060386;RS;SANTA MARIA;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-02-27;ET.1807.RS0208;EV.1805.RS0239;-29.70351;-53.84324;330.725;158
RSB20060387;RS;IJUI;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-23;ET.1808.RS0332;EV.1803.RS0020;-28.38569;-53.88886;456.065;285
RSB20060388;RS;IJUI;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-23;ET.1808.RS0331;EV.1803.RS0019;-28.38406;-53.88671;455.79;285
RSB20070389;RS;LAGOA VERMELHA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-02;ET.1806.RS0052;EV.1805.RS0191;-28.20398;-51.5238299999999;199.0;285
RSB20070392;RS;CASEIROS;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-24;ET.1807.RS0121;EV.1805.RS0196;-28.2725499999999;-51.6898699999999;218.73;285
RSB20080393;RS;VACARIA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-01;ET.1910.RS0363;EV.1910.RS0398;-28.4996599999999;-50.95089;122.98;285
RSB20080394;RS;VACARIA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-10-20;ET.1911.RS0369;EV.1910.RS0397;-28.5215;-50.9428399999999;40.48;116
RSB20080395;RS;VACARIA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2020-12-01;ET.1910.RS0364;EV.1910.RS0399;-28.4977899999999;-50.9522199999999;123.19;285
RSB20120398;RS;SANTA MARIA;P-C-1, P-C-2;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-03-17;ET.2011.RS0379;EV.2010.RS0415;-29.7054699999999;-53.79749;325.3;158
RSB20120399;RS;SANTA MARIA;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-03-30;ET.2011.RS0379;EV.2010.RS0415;-29.7054699999999;-53.79749;325.3;158
RSB21020400;RS;FREDERICO WESTPHALEN;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-01;ET.1806.RS0077;EV.1805.RS0099;-27.3869499999999;-53.3997;37.345;386
RSB21020401;RS;FREDERICO WESTPHALEN;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-01;ET.1806.RS0077;EV.1805.RS0099;-27.3869499999999;-53.3997;37.345;386
RSB21020402;RS;BOA VISTA DAS MISSOES;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-03-11;ET.1806.RS0084;EV.1805.RS0120;-27.659617;-53.3167169999999;71.51;386
RSB21020403;RS;BOA VISTA DAS MISSOES;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-03-11;ET.1806.RS0084;EV.1805.RS0120;-27.659617;-53.3167169999999;71.51;386
RSB21020404;RS;SAO MARTINHO;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-23;ET.1807.RS0165;EV.1805.RS0115;-27.760583;-53.8231499999999;63.77;468
RSB21020405;RS;SAO MARTINHO;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-04-23;ET.1807.RS0165;EV.1805.RS0115;-27.760583;-53.8231499999999;63.77;468
RSB21040406;RS;SANTA MARIA;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-08-03;ET.2103.RS0380;EV.2102.RS0416;-29.70824;-53.8667599999999;333.42;158
RSB21040407;RS;SANTA MARIA;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2021-08-03;ET.2103.RS0381;EV.2103.RS0417;-29.70802;-53.8699799999999;333.67;158
RSB21080408;RS;BENTO GONCALVES;P-D-1, P-D-2;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2021-11-02;ET.2106.RS0382;EV.2105.RS0419;-29.17914;-51.51861;217.775;470
RSB22030409;RS;CAXIAS DO SUL;P-C-1, P-C-2;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2022-07-09;ET.2111.RS0384;EV.2110.RS0421;-29.11823;-51.11995;142.6;116
RSB22030410;RS;MORRO REUTER;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2022-07-14;ET.2108.RS0383;EV.2105.RS0418;-29.53684;-51.08088;215.9;116
RSB22070411;RS;PANAMBI;P-D-1;REV;Velsis/VSIS-VCAP-01;168.16 / 2 (Fotosensores);2022-08-25;ET.2205.RS0386;EV.2204.RS0441;-28.30058;-53.4855299999999;152.29;158
RSB22100412;RS;RIO PARDO;P-C-1;REV;Velsis/VSIS-VCAP-01;168.16 / 3 (Fotosensores);2023-02-17;ET.2207.RS0389;EV.2205.RS0444;-29.9551529999999;-52.371847;166.3;471
RSB24070413;RS;FREDERICO WESTPHALEN;P-D-1;REV;Focalle/F-LIN;519.23 / 2 (Fotosensores);;ET.2405.RS0446;EV.2404.RS0525;-27.3550499999999;-53.3868799999999;33.38;386
